,fecha_dato,ncodpers,ind_empleado,pais_residencia,sexo,age,fecha_alta,ind_nuevo,antiguedad,indrel,ult_fec_cli_1t,indrel_1mes,tiprel_1mes,indresi,indext,conyuemp,canal_entrada,indfall,tipodom,cod_prov,nomprov,ind_actividad_cliente,renta,segmento,ind_ahor_fin_ult1,ind_aval_fin_ult1,ind_cco_fin_ult1,ind_cder_fin_ult1,ind_cno_fin_ult1,ind_ctju_fin_ult1,ind_ctma_fin_ult1,ind_ctop_fin_ult1,ind_ctpp_fin_ult1,ind_deco_fin_ult1,ind_deme_fin_ult1,ind_dela_fin_ult1,ind_ecue_fin_ult1,ind_fond_fin_ult1,ind_hip_fin_ult1,ind_plan_fin_ult1,ind_pres_fin_ult1,ind_reca_fin_ult1,ind_tjcr_fin_ult1,ind_valo_fin_ult1,ind_viv_fin_ult1,ind_nomina_ult1,ind_nom_pens_ult1,ind_recibo_ult1
13646331,2016-05-28,1168203,N,ES,H,22,2013-08-21,0.0,33,1.0,,1,I,S,N,,KHE,N,1.0,46.0,VALENCIA,0.0,57246.9,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646332,2016-05-28,1168202,N,ES,H,22,2013-08-21,0.0,33,1.0,,1,I,S,N,,KHE,N,1.0,46.0,VALENCIA,0.0,38126.34,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646333,2016-05-28,1168200,N,ES,H,22,2013-08-21,0.0,33,1.0,,1,I,S,N,,KHE,N,1.0,8.0,BARCELONA,0.0,135659.07,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646334,2016-05-28,1168199,N,ES,H,4,2013-08-22,0.0,33,1.0,,1,A,S,N,,KFA,N,1.0,8.0,BARCELONA,1.0,136641.81,02 - PARTICULARES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646335,2016-05-28,1168198,N,ES,H,22,2013-08-21,0.0,33,1.0,,1,I,S,N,,KHE,N,1.0,46.0,VALENCIA,0.0,87935.82,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646336,2016-05-28,1168196,N,ES,V,22,2013-08-21,0.0,33,1.0,,1,A,S,N,,KHE,N,1.0,8.0,BARCELONA,1.0,364588.65,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646337,2016-05-28,1168195,N,ES,V,22,2013-08-21,0.0,33,1.0,,1,I,S,N,,KHE,N,1.0,46.0,VALENCIA,0.0,,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646338,2016-05-28,1168192,N,ES,H,22,2013-08-21,0.0,33,1.0,,1,I,S,N,,KHE,N,1.0,8.0,BARCELONA,0.0,264971.19,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646339,2016-05-28,1168189,N,ES,H,22,2013-08-21,0.0,33,1.0,,1,I,S,N,,KHE,N,1.0,46.0,VALENCIA,0.0,99574.47,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646340,2016-05-28,1168147,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,15.0,"CORUÑA, A",1.0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646341,2016-05-28,1168039,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,8.0,BARCELONA,0.0,72201.57,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646342,2016-05-28,1168146,N,ES,H,23,2013-08-21,0.0,33,1.0,,1.0,A,S,N,,KHE,N,1.0,41.0,SEVILLA,1.0,93171.66,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646343,2016-05-28,1168143,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,17.0,GIRONA,0.0,100306.26,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646344,2016-05-28,1168088,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,8.0,BARCELONA,0.0,137782.68,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646345,2016-05-28,1168086,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,26.0,"RIOJA, LA",0.0,63902.94,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646346,2016-05-28,1168085,N,ES,H,21,2013-08-21,0.0,33,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,84993.99,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646347,2016-05-28,1168083,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,A,S,N,,KHE,N,1.0,12.0,CASTELLON,1.0,101910.39,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646348,2016-05-28,1168081,N,ES,V,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,31.0,NAVARRA,0.0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646349,2016-05-28,1168079,N,ES,V,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,26.0,"RIOJA, LA",0.0,109185.42,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646350,2016-05-28,1168077,N,ES,V,22,2013-08-21,0.0,33,1.0,,1.0,A,S,N,,KHE,N,1.0,12.0,CASTELLON,1.0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646351,2016-05-28,1168076,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,A,S,N,,KHE,N,1.0,8.0,BARCELONA,1.0,217649.34,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646352,2016-05-28,1168074,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,A,S,N,,KHE,N,1.0,26.0,"RIOJA, LA",1.0,39416.64,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646353,2016-05-28,1168071,N,ES,V,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,12.0,CASTELLON,0.0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646354,2016-05-28,1168070,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,2.0,ALBACETE,0.0,98022.48,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646355,2016-05-28,1168089,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,A,S,N,,KHE,N,1.0,8.0,BARCELONA,1.0,146474.52,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646356,2016-05-28,1168068,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,31.0,NAVARRA,0.0,,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646357,2016-05-28,1168060,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,A,S,N,,KHE,N,1.0,15.0,"CORUÑA, A",1.0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646358,2016-05-28,1168058,N,ES,V,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,46.0,VALENCIA,0.0,28931.01,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646359,2016-05-28,1168056,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,A,S,N,,KHE,N,1.0,15.0,"CORUÑA, A",1.0,121957.92,03 - UNIVERSITARIO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0
13646360,2016-05-28,1168054,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,8.0,BARCELONA,0.0,331825.56,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646361,2016-05-28,1168052,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,12.0,CASTELLON,0.0,43166.94,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646362,2016-05-28,1168051,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,8.0,BARCELONA,0.0,2425069.44,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646363,2016-05-28,1168050,N,ES,V,25,2013-09-04,0.0,32,1.0,,1.0,I,S,N,,KHE,N,1.0,12.0,CASTELLON,1.0,59869.11,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646364,2016-05-28,1168047,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,43.0,TARRAGONA,0.0,57748.77,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646365,2016-05-28,1168045,N,ES,V,22,2013-08-21,0.0,33,1.0,,1.0,A,S,N,,KHE,N,1.0,15.0,"CORUÑA, A",1.0,71771.07,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646366,2016-05-28,1168044,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,11.0,CADIZ,0.0,125086.44,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646367,2016-05-28,1168042,N,ES,V,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,15.0,"CORUÑA, A",0.0,99935.52,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646368,2016-05-28,1168062,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,46.0,VALENCIA,0.0,76956.39,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646369,2016-05-28,1168091,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,8.0,BARCELONA,0.0,136508.04,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646370,2016-05-28,1168093,N,ES,V,21,2013-08-21,0.0,33,1.0,,1.0,A,S,N,,KFC,N,1.0,38.0,SANTA CRUZ DE TENERIFE,1.0,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0
13646371,2016-05-28,1168094,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,A,S,N,,KHE,N,1.0,7.0,"BALEARS, ILLES",1.0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646372,2016-05-28,1168142,N,ES,H,23,2013-08-21,0.0,33,1.0,,1.0,A,S,N,,KHE,N,1.0,15.0,"CORUÑA, A",1.0,106020.45,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646373,2016-05-28,1168140,N,ES,V,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,21.0,HUELVA,0.0,66872.61,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646374,2016-05-28,1168139,N,ES,H,23,2013-08-21,0.0,33,1.0,,1.0,A,S,N,,KHE,N,1.0,27.0,LUGO,1.0,47379.15,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
13646375,2016-05-28,1168137,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,43.0,TARRAGONA,0.0,35341.83,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646376,2016-05-28,1168135,N,ES,V,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,41.0,SEVILLA,0.0,85245.78,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646377,2016-05-28,1168132,N,ES,V,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,8.0,BARCELONA,0.0,79897.17,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646378,2016-05-28,1168130,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,41.0,SEVILLA,0.0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646379,2016-05-28,1168128,N,ES,V,22,2013-08-21,0.0,33,1.0,,1.0,A,S,N,,KHE,N,1.0,8.0,BARCELONA,1.0,,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
13646380,2016-05-28,1168126,N,ES,V,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,41.0,SEVILLA,0.0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646381,2016-05-28,1168124,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,8.0,BARCELONA,0.0,126850.44,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646382,2016-05-28,1168122,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,A,S,N,,KHE,N,1.0,48.0,BIZKAIA,1.0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646383,2016-05-28,1168119,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,28.0,MADRID,0.0,134293.53,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646384,2016-05-28,1168117,N,ES,V,23,2013-08-21,0.0,33,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,116489.61,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0
13646385,2016-05-28,1168116,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,A,S,N,,KHE,N,1.0,48.0,BIZKAIA,1.0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646386,2016-05-28,1168114,N,ES,V,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,28.0,MADRID,0.0,267853.89,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646387,2016-05-28,1168112,N,ES,V,22,2013-08-21,0.0,33,1.0,,1.0,A,S,N,,KHE,N,1.0,8.0,BARCELONA,1.0,167002.56,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646388,2016-05-28,1168110,N,ES,V,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,28.0,MADRID,0.0,95235.27,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646389,2016-05-28,1168109,N,ES,V,22,2013-08-21,0.0,33,1.0,,1.0,A,S,N,,KHE,N,1.0,35.0,"PALMAS, LAS",1.0,59544.36,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646390,2016-05-28,1168107,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,18.0,GRANADA,0.0,165946.53,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646391,2016-05-28,1168105,N,ES,V,22,2013-08-21,0.0,33,1.0,,1.0,A,S,N,,KHE,N,1.0,7.0,"BALEARS, ILLES",1.0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646392,2016-05-28,1168103,N,ES,H,22,2013-08-21,0.0,33,1.0,,1.0,A,S,N,,KHE,N,1.0,8.0,BARCELONA,1.0,144417.27,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646393,2016-05-28,1168101,N,ES,V,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,18.0,GRANADA,0.0,101058.36,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646394,2016-05-28,1168099,N,ES,V,22,2013-08-21,0.0,33,1.0,,1.0,A,S,N,,KHE,N,1.0,28.0,MADRID,1.0,164764.23,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646395,2016-05-28,1168097,N,ES,V,22,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KHE,N,1.0,41.0,SEVILLA,1.0,89432.01,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13646396,2016-05-28,1168096,N,ES,V,19,2013-08-21,0.0,33,1.0,,1.0,I,S,N,,KFC,N,1.0,38.0,SANTA CRUZ DE TENERIFE,1.0,,02 - PARTICULARES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
