id,SalePrice
1576,241692.7144
1577,182201.705
1578,148720.2513
1579,144283.6746
1580,196843.8694
1581,153037.4353
1582,125687.563
1583,295889.0509
1584,216154.0873
1585,136126.4855
1586,67143.71166
1587,104989.7461
1588,151179.1683
1589,96656.18719
1590,133891.4028
1591,92120.81172
1592,114189.8578
1593,127669.1681
1594,123646.9655
1595,107500.4284
1596,222575.5066
1597,193546.9943
1598,227982.7033
1599,172655.9211
1600,162810.2619
1601,68670.55669
1602,117135.3421
1603,71358.11761
1604,260213.8407
1605,243774.0913
1606,168701.8701
1607,173316.4647
1608,214613.9203
1609,185339.3065
1610,150446.7808
1611,138184.6467
1612,170111.5446
1613,161412.0307
1614,128011.1818
1615,93618.23076
1616,77864.51966
1617,95346.84781
1618,124769.0111
1619,140093.1889
1620,152267.5507
1621,138619.2757
1622,141655.7471
1623,261268.1
1624,209360.6942
1625,120859.5369
1626,170452.549
1627,190582.1542
1628,280021.0949
1629,184313.1886
1630,345037.3743
1631,230401.9478
1632,244459.2609
1633,174440.996
1634,185156.2668
1635,176706.7484
1636,152578.343
1637,199100.5459
1638,181426.7143
1639,190515.8455
1640,250882.9261
1641,183790.8825
1642,237825.6856
1643,216168.5451
1644,232651.5565
1645,196243.3883
1646,158437.2641
1647,162485.0739
1648,130092.81
1649,138945.2976
1650,114357.9575
1651,120810.7831
1652,97580.94237
1653,99581.89276
1654,145872.113
1655,138767.478
1656,140735.6985
1657,147519.4876
1658,142980.1718
1659,119989.0763
1660,155445.6753
1661,419298.6281
1662,409960.1645
1663,380156.9476
1664,405317.0267
1665,304524.5279
1666,332727.8004
1667,378054.4778
1668,345331.7998
1669,314023.8157
1670,355979.9717
1671,257720.4358
1672,422106.3356
1673,290130.4556
1674,241744.7427
1675,191549.8975
1676,190618.3454
1677,217118.7747
1678,438373.3817
1679,384877.2593
1680,328430.5621
1681,251804.6261
1682,320551.695
1683,180758.1571
1684,177031.5059
1685,175707.9235
1686,167858.3612
1687,174089.0974
1688,189156.0987
1689,196665.9325
1690,199987.5427
1691,186979.3112
1692,270939.6996
1693,170797.6539
1694,184650.3152
1695,169535.5477
1696,273139.3076
1697,174714.3028
1698,356328.7243
1699,310821.2442
1700,250690.6108
1701,275275.7655
1702,239339.2626
1703,242622.7878
1704,274618.4615
1705,240254.7259
1706,351918.5807
1707,213223.8926
1708,200166.4863
1709,272020.56
1710,217809.2444
1711,271321.5063
1712,257725.6394
1713,275776.6887
1714,221973.2477
1715,208302.0448
1716,184707.9258
1717,178302.8199
1718,136842.9263
1719,208628.2594
1720,245426.4497
1721,166354.4455
1722,127172.5293
1723,155390.514
1724,204903.5444
1725,236352.2825
1726,184387.6709
1727,150056.6338
1728,177684.4938
1729,167523.1934
1730,159384.8249
1731,121720.3872
1732,125576.6658
1733,114362.0755
1734,120517.8761
1735,126408.5286
1736,109538.2755
1737,300626.0142
1738,245427.9098
1739,244841.0671
1740,205655.2128
1741,186161.2013
1742,172304.6334
1743,179672.2508
1744,309047.6301
1745,218225.1933
1746,187923.1722
1747,216429.654
1748,216340.3374
1749,143793.2409
1750,125301.228
1751,250193.1436
1752,116708.2035
1753,150776.5814
1754,197324.7576
1755,163244.2073
1756,125232.6228
1757,120874.8109
1758,146173.9753
1759,162914.812
1760,165864.8592
1761,145371.6881
1762,178226.2115
1763,186586.1126
1764,114040.6339
1765,162901.6835
1766,189156.816
1767,221057.0622
1768,141194.726
1769,176359.5434
1770,152452.0494
1771,126120.3177
1772,129969.5489
1773,128605.3897
1774,140659.8509
1775,141933.409
1776,129414.1303
1777,108882.7969
1778,138695.8042
1779,117226.334
1780,181779.5982
1781,127000.8574
1782,87811.76585
1783,141429.4575
1784,106688.5434
1785,124913.8772
1786,143039.07
1787,166335.0624
1788,59761.72706
1789,100343.9935
1790,77853.67902
1791,179312.7223
1792,157557.8325
1793,129183.1835
1794,154077.2101
1795,133174.7034
1796,132423.8743
1797,114687.1514
1798,121971.3426
1799,110452.6806
1800,133045.8599
1801,125280.0602
1802,145466.2384
1803,149797.0738
1804,136516.722
1805,137478.2527
1806,123426.6919
1807,138741.1139
1808,127472.4229
1809,122748.896
1810,140454.9676
1811,94718.03322
1812,97154.81147
1813,122499.1835
1814,95240.08178
1815,53868.59904
1816,97675.20801
1817,104381.6866
1818,140412.1608
1819,126472.3454
1820,50723.16507
1821,118130.6989
1822,151309.0835
1823,43011.87633
1824,129940.5262
1825,138362.7035
1826,103623.1545
1827,102392.6494
1828,136571.8281
1829,126078.7399
1830,136469.087
1831,148754.8601
1832,74802.07395
1833,142185.4121
1834,117805.9315
1835,120672.8749
1836,124286.2389
1837,86656.08297
1838,121411.2365
1839,96384.34331
1840,143454.8433
1841,133963.5491
1842,88487.73733
1843,128038.8466
1844,144936.309
1845,143189.5813
1846,156253.4034
1847,165843.6794
1848,53223.96276
1849,113446.6234
1850,116939.7829
1851,151783.3016
1852,126135.2236
1853,121035.3069
1854,165757.4904
1855,148718.6355
1856,224095.0096
1857,135751.3408
1858,136444.4483
1859,122454.4879
1860,145342.8035
1861,121929.5764
1862,326869.0082
1863,307301.9866
1864,307371.1659
1865,343074.0548
1866,330872.5962
1867,231591.3593
1868,287204.0958
1869,201557.6552
1870,227403.3373
1871,259654.8731
1872,174467.0491
1873,234655.9565
1874,153629.3812
1875,198821.4642
1876,197421.9581
1877,209802.6534
1878,207665.705
1879,128498.9646
1880,133594.0157
1881,243445.3096
1882,244449.6282
1883,186531.4772
1884,202823.4484
1885,244213.3409
1886,292145.1313
1887,212423.3518
1888,271827.9319
1889,164888.7006
1890,113625.0524
1891,136009.0279
1892,97864.74685
1893,124555.1992
1894,123045.9056
1895,133751.5457
1896,127824.118
1897,115878.3911
1898,109615.7038
1899,163261.0341
1900,157194.962
1901,169714.5784
1902,152782.414
1903,219290.7125
1904,147211.8648
1905,199977.6577
1906,156683.2753
1907,206278.2589
1908,110777.7026
1909,132735.3224
1910,119828.4135
1911,222345.5159
1912,333727.1542
1913,142599.7217
1914,53730.03931
1915,295934.6143
1916,65288.57079
1917,252349.3757
1918,140879.7361
1919,176481.7101
1920,154334.4698
1921,383149.3402
1922,322157.2813
1923,231975.6487
1924,215778.8877
1925,196192.2308
1926,369725.0697
1927,133549.2359
1928,158452.2
1929,124883.4262
1930,134164.0902
1931,142418.7046
1932,141392.3583
1933,183723.7011
1934,182695.8714
1935,170053.9383
1936,194877.8415
1937,185532.5055
1938,170208.5868
1939,242256.7027
1940,192870.0866
1941,170268.7528
1942,185377.639
1943,213087.1611
1944,368629.5018
1945,397822.1794
1946,130646.3195
1947,271679.1191
1948,170677.3535
1949,246613.9706
1950,191150.9426
1951,243959.207
1952,206072.9689
1953,164440.6086
1954,183072.3453
1955,136255.9874
1956,298870.5072
1957,151598.0378
1958,301532.2696
1959,144156.3371
1960,115542.2556
1961,120199.7435
1962,98319.64292
1963,105425.7692
1964,106746.843
1965,140441.868
1966,139844.0352
1967,291057.1
1968,416499.5024
1969,389962.4342
1970,412184.26
1971,459320.0848
1972,382440.101
1973,265658.1188
1974,336640.7757
1975,451298.3775
1976,275881.0666
1977,353350.345
1978,349057.9497
1979,327559.7865
1980,203030.114
1981,342075.4731
1982,219430.4944
1983,206115.5611
1984,170098.5377
1985,224159.0471
1986,208863.936
1987,183712.7299
1988,174969.1068
1989,191969.8798
1990,208014.2462
1991,228687.7804
1992,214478.256
1993,168358.7636
1994,231053.9943
1995,184816.3908
1996,250833.3781
1997,318605.708
1998,318952.9537
1999,280109.3406
2000,319515.8589
2001,272992.7435
2002,242461.1531
2003,256565.7533
2004,277959.3043
2005,227255.201
2006,222510.2208
2007,251286.6349
2008,214291.6153
2009,195726.1945
2010,197863.9139
2011,145152.1546
2012,176139.5006
2013,178351.1354
2014,183255.8663
2015,208887.6351
2016,190152.257
2017,193439.7709
2018,118028.5898
2019,132401.0223
2020,103784.3818
2021,103231.5284
2022,182828.0307
2023,143338.4154
2024,269263.5276
2025,351625.7785
2026,174816.0433
2027,158413.1019
2028,155063.0431
2029,168534.227
2030,266156.5056
2031,232419.0053
2032,254280.3855
2033,257563.1392
2034,173692.1135
2035,219480.8079
2036,202331.8658
2037,209050.0929
2038,320653.2804
2039,232605.5346
2040,270626.4827
2041,298336.785
2042,206730.529
2043,174357.3348
2044,175465.7856
2045,215006.2835
2046,146405.3999
2047,146747.0853
2048,141800.1352
2049,143956.7785
2050,179818.6703
2051,105213.8294
2052,124481.226
2053,148698.5193
2054,87400.90387
2055,159290.2935
2056,148708.2477
2057,112574.5856
2058,216575.7787
2059,132760.2425
2060,172989.8391
2061,176843.6445
2062,128633.6198
2063,116540.7604
2064,137857.6194
2065,119041.146
2066,164752.5124
2067,113710.0788
2068,149311.6668
2069,87970.3715
2070,117793.0079
2071,94293.1514
2072,136649.0098
2073,133419.9384
2074,188189.6719
2075,151090.1649
2076,120491.2753
2077,151814.3534
2078,125712.599
2079,134778.3387
2080,116998.362
2081,128855.2964
2082,123601.9109
2083,149603.4495
2084,109048.9159
2085,114648.4395
2086,116682.5838
2087,124126.7767
2088,97186.059
2089,76524.63792
2090,123685.5278
2091,109462.4718
2092,120757.6155
2093,115661.5461
2094,112893.1749
2095,149119.9853
2096,83999.89869
2097,97649.48079
2098,149290.7535
2099,51650.32698
2100,78284.12961
2101,118007.1
2102,129264.009
2103,105825.5014
2104,141238.9856
2105,128407.6114
2106,66874.41788
2107,188958.3439
2108,116459.4567
2109,110547.886
2110,128290.3373
2111,137649.968
2112,137784.662
2113,120192.5938
2114,120630.0692
2115,162664.5692
2116,118256.0936
2117,151207.4481
2118,127331.0061
2119,109806.6531
2120,113239.9085
2121,98857.98898
2122,114141.9802
2123,82887.55414
2124,160836.5163
2125,128359.3208
2126,147547.1137
2127,162984.8306
2128,125803.8117
2129,95398.25985
2130,136538.0597
2131,143554.3214
2132,113363.6226
2133,123402.0114
2134,123686.9865
2135,99355.91068
2136,78640.81962
2137,106927.823
2138,132628.6785
2139,152857.9687
2140,139736.7397
2141,165793.7823
2142,125308.0972
2143,147918.1178
2144,123716.5895
2145,137563.7406
2146,172108.6599
2147,143221.7976
2148,134544.7321
2149,150249.4107
2150,236342.9811
2151,117072.8016
2152,172694.9626
2153,160553.737
2154,101462.9567
2155,141226.2893
2156,260455.3603
2157,226151.2204
2158,237481.6062
2159,214656.8553
2160,181291.2819
2161,238122.4984
2162,360654.4202
2163,333539.5487
2164,256245.1742
2165,203410.8517
2166,159357.4711
2167,219544.4224
2168,191567.2783
2169,197940.62
2170,217378.064
2171,159589.0524
2172,133262.9049
2173,172205.2828
2174,222205.3461
2175,302308.7023
2176,312902.0598
2177,236387.1077
2178,213526.6554
2179,136513.9931
2180,212945.0921
2181,192831.6054
2182,224129.3234
2183,189999.5954
2184,120558.5406
2185,129395.2767
2186,145835.1479
2187,153512.7724
2188,155774.1207
2189,262171.4647
2190,80983.29048
2191,81833.62522
2192,88195.40717
2193,111000.2705
2194,99903.42611
2195,102117.1253
2196,101681.1801
2197,116236.7389
2198,160503.6516
2199,180571.7029
2200,149898.1253
2201,147634.0185
2202,215682.2238
2203,137909.8806
2204,177883.5927
2205,118420.3185
2206,139992.2387
2207,225849.228
2208,268654.3612
2209,242934.4014
2210,122035.0326
2211,120261.0587
2212,120885.9611
2213,104988.633
2214,136767.8819
2215,102080.6712
2216,148269.4159
2217,68341.55477
2218,68824.60359
2219,67622.96802
2220,56263.36996
2221,296985.4753
2222,272753.8495
2223,283756.9018
2224,208281.4914
2225,118959.6556
2226,181331.2701
2227,196554.2354
2228,265526.5889
2229,251119.0006
2230,152513.4
2231,210111.0422
2232,178627.7387
2233,177569.0314
2234,242826.0953
2235,216146.5104
2236,253341.8279
2237,313752.0792
2238,196688.3423
2239,110813.2211
2240,154532.9687
2241,154107.4379
2242,124976.6062
2243,133851.6798
2244,105164.7382
2245,102154.0267
2246,140748.1841
2247,117946.2878
2248,121359.9723
2249,119248.551
2250,132194.8237
2251,108024.4386
2252,182610.8515
2253,153234.0786
2254,182805.3008
2255,184849.5625
2256,181333.4421
2257,207424.206
2258,162345.4589
2259,174323.0797
2260,161313.2605
2261,197090.4578
2262,211668.4276
2263,377783.8038
2264,446880.3942
2265,174568.9771
2266,313428.9073
2267,359034.8927
2268,432511.6787
2269,152071.3019
2270,201310.885
2271,215440.209
2272,195592.3391
2273,165021.2176
2274,178311.5461
2275,153946.5449
2276,189884.6792
2277,182219.5524
2278,149739.0714
2279,126281.6217
2280,118101.331
2281,163001.7247
2282,182203.3334
2283,109003.7772
2284,112357.5587
2285,142176.9243
2286,123534.6189
2287,371166.1136
2288,273314.061
2289,365844.3368
2290,448725.3298
2291,337760.5182
2292,443748.5013
2293,465091.6629
2294,405886.5728
2295,467727.1898
2296,279251.9021
2297,342177.1051
2298,336994.2943
2299,353017.3876
2300,340987.2708
2301,312815.0986
2302,250690.4115
2303,248454.6087
2304,253675.0832
2305,192515.551
2306,187350.9519
2307,195939.7769
2308,229404.6628
2309,286415.7499
2310,211924.1327
2311,199110.997
2312,177309.6536
2313,172800.0347
2314,172933.4623
2315,182336.7244
2316,195296.4395
2317,187666.3672
2318,179322.2393
2319,183537.306
2320,187156.1578
2321,237939.3018
2322,179400.3654
2323,198082.7146
2324,182926.6769
2325,215125.5963
2326,177742.2129
2327,203058.1978
2328,223263.4875
2329,192383.3264
2330,180515.3835
2331,341926.8574
2332,400568.4612
2333,323245.2719
2334,258156.0694
2335,286756.4273
2336,310725.8384
2337,197393.5018
2338,265828.151
2339,221284.7094
2340,391379.1983
2341,211766.2364
2342,237704.1208
2343,230101.9147
2344,213992.6642
2345,236446.185
2346,212641.3532
2347,196680.1468
2348,242067.4833
2349,181395.2347
2350,313795.269
2351,254227.4598
2352,254130.0493
2353,236168.147
2354,139670.1876
2355,147618.175
2356,153005.7166
2357,189564.7694
2358,197240.9811
2359,133881.6088
2360,115913.5801
2361,146430.6318
2362,256934.6101
2363,140096.312
2364,159174.3956
2365,216088.6751
2366,193405.1197
2367,223042.5835
2368,212542.6431
2369,217305.9315
2370,169765.7527
2371,165496.2846
2372,192336.4878
2373,286979.722
2374,316645.6094
2375,254961.5854
2376,269560.9536
2377,329813.813
2378,145065.3335
2379,194806.0954
2380,149196.3332
2381,167921.0629
2382,215804.756
2383,204825.7571
2384,244880.468
2385,161964.0772
2386,133604.4808
2387,137031.7606
2388,104328.0671
2389,118487.9477
2390,149963.6068
2391,146095.8936
2392,114176.7627
2393,172655.6904
2394,143750.1087
2395,211081.2734
2396,143857.7739
2397,222591.1354
2398,135589.1962
2399,65707.46905
2400,62936.64878
2401,121223.833
2402,136906.7106
2403,147196.9963
2404,153992.7792
2405,158860.7997
2406,140060.9462
2407,124774.7305
2408,148923.3059
2409,120344.1198
2410,173640.6298
2411,113974.5303
2412,158031.7691
2413,129399.201
2414,157639.0601
2415,133634.4934
2416,129684.7776
2417,131635.7831
2418,132005.8386
2419,127262.0485
2420,121565.7303
2421,148634.3179
2422,107682.2099
2423,115143.1555
2424,165156.4843
2425,195010.5456
2426,131449.0932
2427,132338.9131
2428,183203.8889
2429,113197.0978
2430,132935.6603
2431,108926.1897
2432,147976.9338
2433,148335.6528
2434,138796.9147
2435,151783.1378
2436,105242.3296
2437,102613.0228
2438,124055.5033
2439,103218.2741
2440,124032.4063
2441,94634.35799
2442,98265.18828
2443,126616.6395
2444,132328.1095
2445,87276.65487
2446,132035.8835
2447,181498.6285
2448,129599.0491
2449,111585.9205
2450,154768.7249
2451,119221.4128
2452,190910.3313
2453,93211.18428
2454,118710.0554
2455,121247.5315
2456,133395.735
2457,137811.2374
2458,127130.6384
2459,107160.9745
2460,139559.6012
2461,127273.2974
2462,134252.2953
2463,124438.4289
2464,170537.0539
2465,141982.6533
2466,117713.8592
2467,131274.8586
2468,82036.98508
2469,80322.23402
2470,194016.8897
2471,216582.9198
2472,165381.54
2473,116517.7915
2474,73773.16147
2475,207914.1026
2476,115021.8868
2477,126720.8465
2478,152163.0346
2479,105548.9809
2480,154649.3409
2481,120051.9705
2482,126029.5054
2483,111281.5275
2484,122275.0768
2485,123543.8814
2486,150437.6519
2487,166297.27
2488,166160.8825
2489,157301.8411
2490,145918.5806
2491,93522.63035
2492,197067.1101
2493,155972.3177
2494,152075.8484
2495,89224.88698
2496,238113.3099
2497,152995.6752
2498,107991.2688
2499,86647.28533
2500,119399.51
2501,134545.1997
2502,145688.1308
2503,94762.02465
2504,172306.1859
2505,227102.435
2506,250017.3369
2507,277344.2714
2508,250210.8594
2509,218264.9572
2510,223216.4904
2511,175942.3131
2512,208130.8261
2513,221736.3764
2514,265198.5078
2515,150663.0801
2516,174583.7366
2517,146940.4868
2518,156188.1911
2519,234762.5517
2520,221498.026
2521,189560.9924
2522,221436.5538
2523,119249.525
2524,135156.7305
2525,148323.925
2526,137575.209
2527,117754.3289
2528,128874.3421
2529,133686.5367
2530,125572.9456
2531,254875.6099
2532,223095.3133
2533,193294.3477
2534,235734.3122
2535,294534.5718
2536,231989.2984
2537,243805.1083
2538,183051.3743
2539,190659.0077
2540,175785.2007
2541,183871.2802
2542,164678.3422
2543,120988.5626
2544,122151.8482
2545,137432.4924
2546,121777.4034
2547,138335.7466
2548,150615.4444
2549,152479.9474
2550,523973.9102
2551,139643.9553
2552,129148.1301
2553,75689.93867
2554,95796.58997
2555,113071.012
2556,98011.47948
2557,107159.7748
2558,147418.8921
2559,141565.1042
2560,154830.8351
2561,146065.2209
2562,139385.9688
2563,151130.9544
2564,201237.0004
2565,137860.6769
2566,154955.4551
2567,142987.8945
2568,204821.6255
2569,228828.5219
2570,117827.5115
2571,191609.6277
2572,153734.7807
2573,220680.916
2574,290652.3081
2575,131673.2592
2576,118702.6576
2577,154453.3603
2578,82834.13288
2579,63994.6756
2580,86032.77774
2581,94538.50591
2582,100895.9017
2583,274009.5479
2584,172913.3434
2585,184109.7299
2586,220996.9398
2587,200114.6637
2588,138245.9233
2589,151132.1099
2590,201224.9523
2591,224359.5003
2592,210040.9016
2593,256805.7194
2594,185135.5873
2595,208446.2352
2596,288435.6481
2597,186319.4688
2598,280506.7748
2599,342348.5953
2600,151502.9312
2601,143141.0293
2602,85656.65485
2603,94245.17711
2604,90603.62817
2605,82355.11757
2606,144549.3652
2607,197490.4796
2608,197371.2401
2609,173707.8626
2610,110980.8382
2611,125039.0029
2612,161471.2497
2613,130410.0301
2614,124286.8633
2615,153243.3284
2616,144288.6082
2617,184594.9796
2618,195516.8046
2619,198504.9576
2620,188086.4301
2621,176010.115
2622,176480.3231
2623,243586.4469
2624,297676.2577
2625,293280.7768
2626,173293.3839
2627,168652.0398
2628,482671.751
2629,495679.4132
2630,390644.2457
2631,470952.1443
2632,416916.0758
2633,314358.7597
2634,430535.0023
2635,158944.3633
2636,173975.42
2637,179238.8581
2638,252640.6492
2639,192589.4891
2640,151266.6342
2641,103900.0957
2642,186372.615
2643,103798.1515
2644,118320.4039
2645,110767.8675
2646,95556.14557
2647,104287.8926
2648,141014.639
2649,154577.9873
2650,136103.1222
2651,138005.1797
2652,398315.2681
2653,256131.4312
2654,252162.6359
2655,408917.3327
2656,327420.2446
2657,350689.7758
2658,309206.4682
2659,310224.5839
2660,366494.1611
2661,356054.988
2662,366917.2851
2663,296010.3853
2664,278274.9987
2665,330013.1919
2666,283634.5269
2667,170847.1998
2668,182699.3209
2669,179958.0027
2670,276326.0502
2671,190539.3423
2672,192771.0938
2673,199418.3793
2674,193271.8367
2675,173041.4021
2676,195150.6377
2677,197806.0912
2678,247240.5962
2679,279357.3865
2680,292467.1931
2681,404587.0012
2682,322851.2411
2683,510159.2384
2684,321917.6997
2685,330470.9871
2686,246787.8851
2687,310347.3113
2688,217573.3214
2689,208666.3183
2690,411736.197
2691,187287.0591
2692,141754.8375
2693,197686.2326
2694,140260.6769
2695,192804.9023
2696,186659.149
2697,183914.3805
2698,192583.4401
2699,167801.5995
2700,153654.2513
2701,150214.116
2702,112131.5947
2703,128704.6891
2704,140202.8105
2705,115351.9668
2706,112897.7916
2707,123911.3041
2708,133383.1752
2709,104799.7406
2710,127897.0388
2711,264598.4001
2712,392998.7016
2713,170283.4183
2714,151486.7768
2715,170158.3385
2716,145178.7317
2717,191624.814
2718,221876.4623
2719,152049.2714
2720,174017.4182
2721,130866.0542
2722,159766.6157
2723,143994.2097
2724,125827.1086
2725,130055.7167
2726,147725.2629
2727,175181.3169
2728,186921.3447
2729,149506.0441
2730,146958.8956
2731,134372.7626
2732,134669.0214
2733,159263.3924
2734,141039.2251
2735,132340.0215
2736,135602.3175
2737,121699.19
2738,138676.0015
2739,158559.8195
2740,136080.2631
2741,146018.8696
2742,153977.7015
2743,154972.8123
2744,162868.2552
2745,140297.7811
2746,137813.004
2747,154009.1702
2748,127924.2482
2749,128329.6523
2750,128029.8011
2751,135099.8652
2752,203780.3483
2753,145385.8045
2754,204566.0179
2755,136178.4527
2756,95391.07958
2757,72273.8901
2758,86999.8351
2759,163517.7346
2760,121316.1627
2761,141391.3881
2762,143518.9853
2763,185885.3449
2764,153282.3744
2765,290651.768
2766,127420.7828
2767,87236.25145
2768,131643.1808
2769,133129.1147
2770,142949.7308
2771,105986.285
2772,110979.8329
2773,164707.6632
2774,140270.5553
2775,117268.3883
2776,143286.7436
2777,146183.5966
2778,105541.9097
2779,123155.069
2780,98056.95081
2781,97315.40636
2782,95688.58268
2783,98173.23621
2784,122034.7208
2785,137170.9099
2786,69177.56169
2787,126355.3919
2788,74414.07748
2789,174829.0731
2790,93835.44428
2791,111125.2141
2792,53761.58569
2793,154729.8939
2794,100951.1892
2795,120169.6147
2796,99712.74625
2797,194287.2713
2798,108244.6029
2799,117367.9433
2800,69344.4914
2801,112981.6452
2802,128925.3058
2803,168760.8147
2804,129491.335
2805,99745.97679
2806,84295.13606
2807,160525.5164
2808,146466.157
2809,131240.7994
2810,124797.8828
2811,159501.8056
2812,168213.636
2813,156275.5854
2814,161846.8433
2815,98486.12629
2816,237718.1276
2817,155566.3485
2818,130594.1983
2819,166914.0958
2820,135385.3499
2821,105184.3309
2822,196332.9116
2823,307169.2377
2824,166326.8827
2825,150553.5275
2826,129728.366
2827,138404.6373
2828,211002.3179
2829,213352.1553
2830,228112.3877
2831,176886.0784
2832,237958.0676
2833,304203.677
2834,219983.2993
2835,226320.7112
2836,191748.3047
2837,156797.7043
2838,151162.6245
2839,172935.9931
2840,204634.776
2841,205790.1793
2842,230490.3757
2843,148664.1641
2844,171814.7614
2845,127204.7676
2846,208915.0813
2847,208489.021
2848,217745.3103
2849,196811.2742
2850,282097.1673
2851,215650.4332
2852,241049.0515
2853,234065.0334
2854,137656.9655
2855,199296.432
2856,200251.7241
2857,190550.1353
2858,205446.7306
2859,106826.6121
2860,122182.9764
2861,124953.0099
2862,185825.8192
2863,127326.2841
2864,240752.2165
2865,142878.901
2866,142525.2197
2867,97882.60237
2868,93905.15954
2869,98928.69728
2870,120390.7579
2871,84888.94181
2872,51030.51642
2873,97338.57825
2874,138837.6171
2875,113098.1992
2876,164500.8609
2877,146485.7792
2878,164059.2003
2879,133943.2905
2880,103696.1243
2881,144974.0514
2882,176428.9511
2883,193944.4563
2884,203466.1972
2885,186895.1218
2886,229082.4689
2887,100379.6567
2888,142568.4286
2889,58777.33602
2890,81209.57264
2891,136254.9528
2892,43176.52833
2893,71641.53183
2894,55114.07284
2895,323044.1097
2896,278983.8359
2897,207862.6362
2898,150512.7399
2899,215656.3598
2900,158554.3246
2901,212379.6279
2902,183428.5443
2903,332198.5383
2904,347781.9669
2905,85715.75768
2906,196983.8339
2907,114498.9249
2908,130027.6696
2909,154385.5148
2910,78097.4532
2911,83366.934
2912,148245.2298
2913,84248.76752
2914,80139.62553
2915,87496.34367
2916,85034.58302
2917,165128.5852
2918,119034.0791
2919,227808.9348
